OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036CJ,2024-12-31T16:12:15.760224,14.37154645,0.002073,74.0362,194.8796,1.5148,116.9634,0,U,33841,999,83141,6.46E-04,1.90E-05,0
COSMOS 2251 DEB,1993-036CK,2024-12-30T18:36:10.792224,14.4156852,0.0048406,74.034,143.1478,335.9221,23.9671,0,U,33842,999,83335,1.07E-03,3.51E-05,0
COSMOS 2251 DEB,1993-036CL,2024-12-31T13:33:51.503616,15.56004501,0.0043599,73.9492,216.5038,97.4526,263.1646,0,U,33843,999,84154,1.07E-02,8.47E-03,0
COSMOS 2251 DEB,1993-036CM,2024-12-31T15:33:13.906368,14.32553505,0.0047195,74.0688,324.0874,73.508,99.8216,0,U,33844,999,82767,1.56E-03,4.26E-05,0
COSMOS 2251 DEB,1993-036CR,2024-12-31T11:38:29.156352,14.40749741,0.0043231,74.0338,280.2829,64.7621,50.1357,0,U,33848,999,82838,3.10E-03,1.00E-04,0
COSMOS 2251 DEB,1993-036CT,2024-12-31T19:16:30.031968,15.00614042,0.0024597,73.9976,203.3905,76.1821,284.21,0,U,33890,999,84242,7.14E-03,9.19E-04,0
COSMOS 2251 DEB,1993-036CV,2024-12-31T19:04:56.546688,14.21740856,0.0113545,73.8045,12.4037,105.1649,67.7451,0,U,33892,999,82035,1.69E-03,3.95E-05,0
COSMOS 2251 DEB,1993-036CX,2024-12-31T13:53:52.556928,13.19501214,0.0579274,73.7647,163.9002,132.2682,232.9057,0,U,33894,999,76138,9.65E-03,9.27E-05,0
COSMOS 2251 DEB,1993-036CZ,2024-12-30T22:51:40.217184,14.17372599,0.0131702,73.7699,65.5061,299.1047,235.783,0,U,33896,999,81823,2.69E-03,5.90E-05,0
COSMOS 2251 DEB,1993-036DC,2024-12-31T11:46:35.743008,14.57343433,0.006125,74.0549,25.0491,179.5864,331.0429,0,U,33899,999,83788,1.95E-03,9.06E-05,0
COSMOS 2251 DEB,1993-036DD,2024-12-31T13:35:01.595616,14.56132008,0.005019,74.0213,298.3248,176.7638,356.2869,0,U,33900,999,83993,1.49E-03,6.68E-05,0
COSMOS 2251 DEB,1993-036DE,2024-12-31T13:09:02.594016,14.88833096,0.0065457,73.7763,44.826,243.2422,116.2051,0,U,33901,999,84326,4.78E-03,4.69E-04,0
COSMOS 2251 DEB,1993-036DJ,2024-12-31T21:12:10.875744,14.33441484,0.0060392,73.8864,235.8653,194.4359,178.4125,0,U,33905,999,82728,1.96E-03,5.51E-05,0
COSMOS 2251 DEB,1993-036DK,2024-12-31T16:01:15.476736,14.50066331,0.0037704,74.0323,255.5354,16.1509,7.6114,0,U,33906,999,82979,4.46E-03,1.75E-04,0
COSMOS 2251 DEB,1993-036DL,2024-12-31T19:55:57.897408,14.25395661,0.0121247,74.072,299.4718,83.8444,311.2044,0,U,33907,999,81642,6.28E-03,1.60E-04,0
COSMOS 2251 DEB,1993-036DM,2024-12-31T05:16:20.892864,14.03848249,0.0228736,73.8409,98.9823,186.5615,173.2515,0,U,33908,999,80604,6.47E-03,1.29E-04,0
COSMOS 2251 DEB,1993-036DQ,2024-12-31T17:26:18.447360,14.6446071,0.0012287,74.096,110.33,143.0859,10.5363,0,U,33911,999,83560,5.59E-03,2.97E-04,0
COSMOS 2251 DEB,1993-036DR,2024-12-31T13:59:22.784640,14.4886822,0.0013235,74.0369,120.3764,289.1543,83.6803,0,U,33912,999,83414,2.83E-03,1.07E-04,0
COSMOS 2251 DEB,1993-036DS,2024-12-30T17:45:22.082688,14.46435626,0.0050835,74.036,112.7908,301.6569,210.7363,0,U,33913,999,83436,1.99E-03,7.26E-05,0
COSMOS 2251 DEB,1993-036DT,2024-12-31T21:17:01.223808,13.71449321,0.0304971,74.0882,224.869,47.7881,325.6242,0,U,33914,999,79339,1.25E-03,1.55E-05,0
COSMOS 2251 DEB,1993-036DU,2024-12-31T20:10:02.574048,14.3366798,0.0107236,74.0454,307.3247,125.0728,266.2862,0,U,33915,999,82798,1.36E-03,4.01E-05,0
COSMOS 2251 DEB,1993-036DV,2024-12-31T03:56:30.183936,13.68121502,0.0325514,74.0505,249.7752,138.565,22.6299,0,U,33916,999,79150,6.75E-04,8.11E-06,0
COSMOS 2251 DEB,1993-036DW,2024-12-31T21:01:29.430048,13.68225849,0.03368,74.1068,328.9794,152.0532,209.9138,0,U,33917,999,79001,9.62E-04,1.20E-05,0
COSMOS 2251 DEB,1993-036DY,2024-12-31T08:22:31.277568,15.41013392,0.0013327,74.0124,228.3283,107.0621,253.2049,0,U,33919,999,84250,1.16E-02,5.14E-03,0
COSMOS 2251 DEB,1993-036DZ,2024-12-31T01:33:05.886144,14.51498274,0.0039225,74.0632,233.7923,331.2122,28.6874,0,U,33920,999,83072,4.05E-03,1.63E-04,0
COSMOS 2251 DEB,1993-036EB,2024-12-31T14:20:08.081664,14.47816802,0.0025046,74.0503,75.9841,274.7174,155.1138,0,U,33922,999,83565,1.45E-03,5.37E-05,0
COSMOS 2251 DEB,1993-036ED,2024-12-31T16:34:30.423360,13.49630675,0.0405407,73.9153,106.1378,205.1531,152.934,0,U,33924,999,78069,3.67E-03,3.84E-05,0
COSMOS 2251 DEB,1993-036EH,2024-12-31T16:01:35.620896,14.46301304,0.0062472,73.9275,343.6428,352.803,7.2224,0,U,33928,999,83639,1.30E-03,4.74E-05,0
