OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
GLOBALSTAR M067,2007-048A,2024-12-31T18:39:16.096032,12.40663695,.0001201,51.9701,165.7841,53.9118,78.1290,0,U,32263,999,78870,.54475E-4,-.9E-6,0
GLOBALSTAR M070,2007-048B,2025-01-01T03:51:41.516352,12.62309162,.0000929,51.9754,277.3321,66.4382,78.2341,0,U,32264,999,79355,.44219E-3,-.25E-6,0
GLOBALSTAR M066,2007-048C,2024-12-31T22:11:33.604800,12.42169005,.0001601,51.9650,151.8543,102.6619,75.2590,0,U,32265,999,79459,-.11996E-3,-.114E-5,0
GLOBALSTAR M068,2007-048D,2024-12-31T14:37:03.006048,12.62812691,.0001732,51.9888,93.0858,126.1702,13.8950,0,U,32266,999,79638,.68931E-4,-.91E-6,0
GLOBALSTAR M079,2010-054A,2024-12-31T20:42:40.794624,12.62269126,.0000527,52.0049,289.1509,36.3041,32.3846,0,U,37188,999,65532,.26105E-3,-.57E-6,0
GLOBALSTAR M074,2010-054B,2024-12-31T21:22:47.720640,12.62260950,.0000893,52.0026,288.4132,54.6136,21.3189,0,U,37189,999,65593,.29951E-3,-.5E-6,0
GLOBALSTAR M076,2010-054C,2024-12-31T21:45:46.095264,12.62275494,.0000841,52.0038,288.5212,33.9845,354.1293,0,U,37190,999,65565,.218E-3,-.65E-6,0
GLOBALSTAR M077,2010-054D,2024-12-31T21:53:14.057664,12.62269292,.000098,52.0058,245.3151,69.1419,41.7338,0,U,37191,999,65602,.26638E-3,-.56E-6,0
GLOBALSTAR M075,2010-054E,2024-12-31T22:06:47.384928,12.62270910,.0000509,51.9967,330.8247,57.7760,337.6357,0,U,37192,999,65472,.17928E-3,-.72E-6,0
GLOBALSTAR M073,2010-054F,2024-12-31T20:32:31.906176,12.62261869,.000093,52.0046,244.7161,62.5776,35.0417,0,U,37193,999,65670,.28558E-3,-.53E-6,0
GLOBALSTAR M083,2011-033A,2024-12-31T23:06:46.019232,12.62270235,.0000917,51.9829,193.3486,95.2441,69.4917,0,U,37739,999,62573,.79368E-4,-.9E-6,0
GLOBALSTAR M088,2011-033B,2024-12-31T16:42:00.615744,12.62266750,.0000739,51.9732,99.7931,129.3231,21.0810,0,U,37740,999,62124,.50384E-4,-.95E-6,0
GLOBALSTAR M091,2011-033C,2025-01-01T03:46:32.262240,12.62272227,.0000585,52.0008,61.6455,159.4504,228.1595,0,U,37741,999,62235,.14894E-3,-.77E-6,0
GLOBALSTAR M085,2011-033D,2024-12-31T13:02:25.482336,12.62263344,.0000213,51.9887,14.7006,153.4176,23.5758,0,U,37742,999,62252,.84748E-4,-.89E-6,0
GLOBALSTAR M081,2011-033E,2024-12-31T19:20:20.541120,12.62274777,.0000065,51.9978,16.5839,321.0594,209.8753,0,U,37743,999,62270,.14876E-3,-.77E-6,0
GLOBALSTAR M089,2011-033F,2024-12-31T21:23:07.632384,12.62274348,.0000674,51.9952,330.5857,38.6175,339.0098,0,U,37744,999,62356,.16094E-3,-.75E-6,0
GLOBALSTAR M084,2011-080A,2024-12-31T22:23:14.138592,12.62273122,.0001326,51.9979,197.6567,77.5722,69.9784,0,U,38040,999,60154,.40869E-4,-.96E-6,0
GLOBALSTAR M080,2011-080B,2024-12-31T21:43:26.840928,12.62260185,.0001272,52.0033,199.2918,63.3272,76.9002,0,U,38041,999,60166,.10504E-3,-.85E-6,0
GLOBALSTAR M082,2011-080C,2024-12-31T22:01:29.724096,12.62271794,.0001224,52.0054,154.6789,126.3935,11.9851,0,U,38042,999,60237,-.64643E-4,-.115E-5,0
GLOBALSTAR M092,2011-080D,2024-12-31T20:57:59.453856,12.62271355,.0001063,52.0070,245.1832,73.4813,344.4101,0,U,38043,999,60082,.24542E-3,-.6E-6,0
GLOBALSTAR M090,2011-080E,2024-12-31T18:54:40.098240,12.62265451,.0000997,51.9866,149.0976,115.8479,32.6164,0,U,38044,999,60247,-.32034E-4,-.11E-5,0
GLOBALSTAR M086,2011-080F,2024-12-31T21:22:37.419168,12.62265327,.0000437,51.9879,149.3224,45.5294,90.5140,0,U,38045,999,60243,-.33194E-4,-.11E-5,0
GLOBALSTAR M097,2013-005A,2024-12-31T13:41:58.568928,12.62268329,.0000391,52.0058,64.6755,145.1097,214.9795,0,U,39072,999,54964,.11286E-3,-.84E-6,0
GLOBALSTAR M093,2013-005B,2024-12-31T14:57:00.812448,12.62260506,.0000339,51.9822,58.0832,152.9947,207.0937,0,U,39073,999,54960,.13218E-3,-.8E-6,0
GLOBALSTAR M094,2013-005C,2024-12-31T14:57:39.967200,12.62266515,.0000172,51.9980,332.2998,9.1009,350.9861,0,U,39074,999,55121,.49619E-4,-.95E-6,0
GLOBALSTAR M096,2013-005D,2024-12-31T19:04:44.589792,12.62266248,.0000244,52.0092,20.1611,183.3712,176.7153,0,U,39075,999,55015,.91011E-4,-.87E-6,0
GLOBALSTAR M078,2013-005E,2024-12-31T18:25:53.266368,12.62267332,.0001477,51.9877,104.9760,147.4374,212.6583,0,U,39076,999,54877,-.36821E-3,-.17E-5,0
GLOBALSTAR M095,2013-005F,2024-12-31T15:16:25.081824,12.62269986,.0001043,51.9799,102.6594,155.2998,204.7919,0,U,39077,999,54861,.12257E-3,-.82E-6,0
GLOBALSTAR M087,2022-064A,2024-12-31T17:15:35.986464,12.88918457,.0021425,51.9768,245.9081,10.4926,349.6396,0,U,52888,999,12385,.21325E-3,-.57E-6,0
