OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,DEBRIS_TYPE,ORBITAL_PERIOD,ORBITAL_PERIOD_HOURS,ALTITUDE,PERIGEE,APOGEE
FENGYUN 1C DEB,1999-025CBM,2024-12-31T02:42:02.079648,13.60166045,0.0305616,99.2992,321.8892,310.6794,107.0076,0,U,31655,999,55000,0.016189,0.00016478,0.0,7413.225688594692,FENGYUN 1C,6352.169148728722,1.7644914302024226,1042.2256885946917,7186.665650390137,7639.785726799247
FENGYUN 1C DEB,1999-025CBN,2024-12-31T15:37:09.539040,14.39361457,0.0025816,99.1755,322.4656,356.5971,177.1498,0,U,31656,999,91462,0.0078459,0.00024528,0.0,7138.745980343406,FENGYUN 1C,6002.665102763941,1.6674069729899836,767.7459803434058,7120.316593720551,7157.175366966261
FENGYUN 1C DEB,1999-025CBP,2024-12-29T16:48:10.564992,13.94287619,0.0155944,102.2198,150.938,182.5442,177.493,0,U,31657,999,88836,0.0093248,0.00013671,0.0,7291.780620105725,FENGYUN 1C,6196.716280385591,1.7213100778848864,920.7806201057247,7178.069676403548,7405.491563807901
FENGYUN 1C DEB,1999-025CBQ,2024-12-25T03:16:12.361152,13.94750501,0.0222196,98.1626,242.3978,237.2942,120.6625,0,U,31658,999,64893,0.006325,0.00010384,0.0,7290.167227261428,FENGYUN 1C,6194.659748824396,1.7207388191178878,919.1672272614278,7128.18262753857,7452.151826984285
FENGYUN 1C DEB,1999-025CBR,2024-12-31T12:14:13.791840,15.13899368,0.0074062,98.9876,284.8196,156.722,203.7389,0,U,31659,999,93960,0.0048599,0.00095185,0.0,6902.459008849073,FENGYUN 1C,5707.119621571413,1.585311005992059,531.4590088490731,6851.338016937735,6953.58000076041
FENGYUN 1C DEB,1999-025CBS,2024-12-20T06:29:50.852544,14.25332424,0.0105699,98.4913,0.7549,148.6118,212.1429,0,U,31660,999,91297,0.00094738,2.325e-05,0.0,7185.512206603685,FENGYUN 1C,6061.747170495409,1.683818658470947,814.5122066036847,7109.562061131104,7261.462352076264
FENGYUN 1C DEB,1999-025CBT,2024-12-31T11:24:54.406944,14.22111064,0.0061823,98.879,76.6355,144.4451,338.5837,0,U,31661,999,90785,0.0045926,0.00010338,0.0,7196.35917544227,FENGYUN 1C,6075.4782146870075,1.6876328374130576,825.3591754422696,7151.869124111933,7240.849226772607
FENGYUN 1C DEB,1999-025CBV,2024-12-31T20:11:18.478176,14.73834526,0.0196997,98.8737,236.2002,242.9097,115.1892,0,U,31663,999,94180,0.0009513,8.443e-05,0.0,7026.990352298111,FENGYUN 1C,5862.262442478133,1.6284062340217038,655.9903522981112,6888.560750454944,7165.419954141279
FENGYUN 1C DEB,1999-025CBW,2024-12-31T17:12:50.776704,14.09530646,0.0126712,98.7327,1.8973,58.5125,302.8355,0,U,31664,999,91125,0.0012768,2.364e-05,0.0,7239.11528306086,FENGYUN 1C,6129.703396457662,1.7026953879049063,868.1152830608598,7147.387005486139,7330.843560635581
FENGYUN 1C DEB,1999-025CBX,2024-12-30T16:18:49.313952,13.83277234,0.0189087,98.4764,76.7345,57.0444,304.8737,0,U,31665,999,88390,0.0028701,3.58e-05,0.0,7330.422755868317,FENGYUN 1C,6246.0398941239,1.7350110817010833,959.4227558683169,7191.81399110443,7469.031520632203
FENGYUN 1C DEB,1999-025CBY,2024-12-31T19:05:05.806176,14.62767374,0.0038845,98.6458,126.8534,156.9911,203.3039,0,U,31666,999,92178,0.010007,0.00051915,0.0,7062.389479957908,FENGYUN 1C,5906.615735194379,1.6407265931095498,691.3894799579084,7034.955628023013,7089.823331892805
FENGYUN 1C DEB,1999-025CBZ,2024-12-23T08:56:54.230496,14.22846892,0.0051927,99.1153,192.3016,21.9756,338.3631,0,U,31667,999,50952,0.00052226,1.142e-05,0.0,7193.877887574976,FENGYUN 1C,6072.336269472178,1.6867600748533829,822.8778875749758,7156.522237868165,7231.233537281787
FENGYUN 1C DEB,1999-025CCE,2024-12-28T17:18:21.855456,14.43308553,0.0121461,98.9462,164.7741,306.3347,52.6678,0,U,31672,999,59821,0.0044049,0.00016213,0.0,7125.72489103584,FENGYUN 1C,5986.249281374113,1.6628470226039203,754.7248910358403,7039.17512393683,7212.274658134851
FENGYUN 1C DEB,1999-025CCF,2024-12-31T17:16:51.381696,14.3106503,0.0126273,99.3629,167.6642,324.7348,34.5525,0,U,31673,999,59940,0.00079468,2.232e-05,0.0,7166.3100693703645,FENGYUN 1C,6037.464830090468,1.6770735639140188,795.3100693703645,7075.818922231404,7256.801216509324
FENGYUN 1C DEB,1999-025CCG,2024-12-28T06:28:37.180128,14.41803443,0.0028202,98.9343,14.2959,253.8027,106.0057,0,U,31674,999,59559,0.0066453,0.00021838,0.0,7130.683095624542,FENGYUN 1C,5992.498374272062,1.6645828817422395,759.6830956245421,7110.573143158262,7150.793048090822
FENGYUN 1C DEB,1999-025CCL,2024-12-31T12:33:31.611456,14.45524296,0.0283515,98.7926,94.3882,353.4187,6.3311,0,U,31678,999,91890,0.0023679,0.00013726,0.0,7118.44134626897,FENGYUN 1C,5977.073378915633,1.6602981608098981,747.4413462689699,6916.622856440225,7320.259836097715
FENGYUN 1C DEB,1999-025CCN,2024-12-31T18:03:05.467968,15.04943165,0.0108062,99.8639,7.4902,327.6431,31.819,0,U,31680,999,94960,0.0030074,0.0004875,0.0,6929.817148885099,FENGYUN 1C,5741.0837758762555,1.5947454932989598,558.8171488850994,6854.932158810818,7004.702138959381
FENGYUN 1C DEB,1999-025CCT,2024-12-29T13:04:22.766016,14.09486091,0.00174,98.7669,32.5736,131.2173,229.05,0,U,31685,999,90619,0.00019132,2.92e-06,0.0,7239.267838465857,FENGYUN 1C,6129.8971613600415,1.7027492114889005,868.2678384658566,7226.671512426927,7251.864164504787
FENGYUN 1C DEB,1999-025CCU,2024-12-31T10:46:35.291712,14.6371972,0.0312844,98.1939,72.0772,106.0221,257.5673,0,U,31686,999,92738,0.0017614,0.00018857,0.0,7059.325793272505,FENGYUN 1C,5902.772689430845,1.6396590803974571,688.3257932725046,6838.47902142545,7280.172565119559
FENGYUN 1C DEB,1999-025CCW,2024-12-31T02:53:24.053856,14.02108655,0.0075905,99.0148,58.9615,24.578,335.8973,0,U,31688,999,90420,0.00023119,3.18e-06,0.0,7264.639390538958,FENGYUN 1C,6162.150670268392,1.7117085195189978,893.6393905389577,7209.497145245072,7319.781635832844
FENGYUN 1C DEB,1999-025CCZ,2024-12-31T11:18:32.661504,14.21573003,0.0065817,98.8934,83.2021,160.2823,200.092,0,U,31691,999,59183,0.0060026,0.00013427,0.0,7198.174927422867,FENGYUN 1C,6077.777764465159,1.6882716012403218,827.1749274228669,7150.798699503048,7245.551155342685
FENGYUN 1C DEB,1999-025CDA,2024-12-27T18:15:30.064032,14.12309308,0.0104663,99.1493,343.1417,354.1019,5.8912,0,U,31692,999,53257,0.0089714,0.00017387,0.0,7229.617053865913,FENGYUN 1C,6117.643450521932,1.699345402922759,858.6170538659126,7153.949712895035,7305.28439483679
FENGYUN 1C DEB,1999-025CDD,2024-12-30T11:03:50.935680,14.64091515,0.0201805,98.2907,79.0685,246.1963,111.7966,0,U,31695,999,60872,0.0037416,0.00026498,0.0,7058.130634316575,FENGYUN 1C,5901.273724817238,1.6392427013381217,687.1306343165752,6915.694029050749,7200.5672395824
FENGYUN 1C DEB,1999-025CDM,2024-12-30T13:27:35.282592,14.58752116,0.0033875,99.0441,221.5841,291.5857,98.3637,0,U,31714,999,91002,0.013583,0.00064486,0.0,7075.34316476809,FENGYUN 1C,5922.873868309345,1.6452427411970403,704.34316476809,7051.375439797438,7099.310889738743
FENGYUN 1C DEB,1999-025CDN,2024-12-30T16:18:40.493376,14.46884544,0.0201646,99.2728,153.0401,71.3068,290.9892,0,U,31715,999,56688,0.0024225,0.00011295,0.0,7113.97917801703,FENGYUN 1C,5971.454200700456,1.6587372779723488,742.9791780170299,6970.5286334839875,7257.429722550072
FENGYUN 1C DEB,1999-025CDP,2024-12-31T17:25:21.585792,14.01365303,0.0135579,98.5637,280.3337,346.629,42.0078,0,U,31716,999,89269,0.0059719,9.724e-05,0.0,7267.208174424852,FENGYUN 1C,6165.419373307661,1.7126164925854614,896.2081744248517,7168.680092716817,7365.7362561328855
FENGYUN 1C DEB,1999-025CDT,2024-12-28T04:09:12.936960,14.66417501,0.010953,99.0794,231.2305,123.0356,238.1424,0,U,31720,999,93103,0.0015174,9.125e-05,0.0,7050.66506777068,FENGYUN 1C,5891.913307298535,1.6366425853607043,679.6650677706803,6973.439133283388,7127.891002257972
FENGYUN 1C DEB,1999-025CDU,2024-12-31T04:20:56.276160,13.7298795,0.0320732,99.7408,332.2774,358.951,12.1308,0,U,31721,999,62629,0.0030235,3.993e-05,0.0,7367.000356508908,FENGYUN 1C,6292.848227981434,1.7480133966615095,996.0003565089082,7130.717080674526,7603.283632343289
FENGYUN 1C DEB,1999-025CDX,2024-12-31T19:14:34.226592,14.39027376,0.0173291,97.873,32.4134,223.9948,134.7341,0,U,31724,999,59497,0.01087,0.00040177,0.0,7139.850813216714,FENGYUN 1C,6004.058666495697,1.6677940740265826,768.8508132167144,7016.123624489401,7263.578001944028
FENGYUN 1C DEB,1999-025CDY,2024-12-30T23:49:55.534368,12.77805055,0.0697936,99.1981,279.0397,32.7376,331.5043,0,U,31725,999,82050,0.011023,6.749e-05,0.0,7728.444753651683,FENGYUN 1C,6761.5985352299,1.878221815341639,1357.4447536516827,7189.048771893218,8267.840735410145
FENGYUN 1C DEB,1999-025CEA,2024-12-31T18:27:21.616416,14.30828894,0.0038054,98.8647,104.1663,275.0223,236.4014,0,U,31727,999,66709,0.006143,0.00016226,0.0,7167.098506179821,FENGYUN 1C,6038.461219526757,1.6773503387574327,796.098506179821,7139.824829524405,7194.372182835238
FENGYUN 1C DEB,1999-025CEE,2024-12-30T12:25:11.859168,14.35213808,0.0011473,99.3266,18.6542,27.2137,332.9645,0,U,31731,999,90915,0.0054526,0.00015592,0.0,7152.492954014994,FENGYUN 1C,6020.012307599929,1.6722256409999803,781.4929540149942,7144.2868988488535,7160.699009181135
FENGYUN 1C DEB,1999-025CEF,2024-12-31T08:41:55.235904,14.11664229,0.0041423,98.6149,49.4866,153.512,206.8181,0,U,31732,999,59442,0.00092122,1.648e-05,0.0,7231.819333476829,FENGYUN 1C,6120.4389901682225,1.700121941713395,860.8193334768293,7201.862968251768,7261.775698701891
FENGYUN 1C DEB,1999-025CEH,2024-12-31T06:09:45.202752,14.27923322,0.0104416,98.4703,1.7536,306.4914,52.6683,0,U,31734,999,91504,0.0015263,3.966e-05,0.0,7176.8177324289245,FENGYUN 1C,6050.748422608482,1.6807634507245783,805.8177324289245,7101.880272393994,7251.755192463855
FENGYUN 1C DEB,1999-025CEJ,2024-12-30T17:42:43.900704,14.39430646,0.0064701,98.5747,101.8703,242.8614,116.5966,0,U,31735,999,91666,0.0038409,0.0001223,0.0,7138.517220148542,FENGYUN 1C,6002.376573131097,1.6673268258697491,767.517220148542,7092.330299882458,7184.704140414626
FENGYUN 1C DEB,1999-025CEK,2024-12-31T19:54:53.399808,14.13873258,0.0012522,98.677,12.727,146.7251,213.4712,0,U,31736,999,59176,0.00049564,8.97e-06,0.0,7224.284730033572,FENGYUN 1C,6110.876444766426,1.697465679101785,853.2847300335716,7215.238480694623,7233.330979372519
FENGYUN 1C DEB,1999-025CEL,2024-12-30T08:23:55.154688,14.6485018,0.0158757,97.9591,43.7219,39.2398,20.7629,0,U,31737,999,93134,0.0014224,9.101e-05,0.0,7055.693425345261,FENGYUN 1C,5898.217378242301,1.6383937161784168,684.693425345261,6943.679353232506,7167.7074974580155
FENGYUN 1C DEB,1999-025CEM,2024-12-30T21:57:48.977280,13.82620616,0.0313776,99.3886,67.4837,303.4422,53.7089,0,U,31738,999,57460,0.0036248,5.696e-05,0.0,7332.743424592355,FENGYUN 1C,6249.006190283339,1.735835052856483,961.743424592355,7102.659534512866,7562.827314671843
FENGYUN 1C DEB,1999-025CEN,2024-12-31T09:30:02.073312,14.18962401,0.0127656,98.7971,59.1832,353.3123,6.6344,0,U,31739,999,90574,0.00028701,6.04e-06,0.0,7207.001006932131,FENGYUN 1C,6088.959638471325,1.691377677353146,836.0010069321306,7114.999314878038,7299.002698986224
FENGYUN 1C DEB,1999-025CEP,2024-12-25T13:24:32.156064,14.37404973,0.0025574,99.7963,115.0219,1.1272,63.6263,0,U,31740,999,91345,0.0034846,0.00010415,0.0,7145.222316072471,FENGYUN 1C,6010.835464249754,1.669676517847154,774.2223160724707,7126.949124521347,7163.495507623594
FENGYUN 1C DEB,1999-025CER,2024-12-31T20:16:06.062304,14.3779335,0.0078349,98.954,206.1111,270.0014,89.2194,0,U,31742,999,91675,0.0026721,8.299e-05,0.0,7143.935545640621,FENGYUN 1C,6009.211816285951,1.669225504523875,772.9355456406211,7087.963525034082,7199.9075662471605
FENGYUN 1C DEB,1999-025CES,2024-12-29T23:21:56.371104,14.26840821,0.0040187,99.142,270.2318,143.395,277.8466,0,U,31743,999,90967,0.0042888,0.00010459,0.0,7180.447163383006,FENGYUN 1C,6055.3389425332125,1.6820385951481145,809.4471633830062,7151.591100367518,7209.303226398494
FENGYUN 1C DEB,1999-025CET,2024-12-31T00:35:48.184800,14.08830415,0.0339922,99.305,96.8979,296.4491,60.2176,0,U,31744,999,89718,0.005713,0.0001682,0.0,7241.513789443947,FENGYUN 1C,6132.750043018741,1.703541678616317,870.5137894439467,6995.35880441041,7487.668774477483
FENGYUN 1C DEB,1999-025CEV,2024-12-31T17:33:26.096256,14.58625832,0.0032016,98.5817,106.7819,205.5348,154.427,0,U,31746,999,91952,0.0082181,0.00038707,0.0,7075.751535315337,FENGYUN 1C,5923.386655199016,1.6453851819997267,704.7515353153367,7053.097809199871,7098.405261430802
FENGYUN 1C DEB,1999-025CEZ,2024-12-21T13:40:24.111264,14.94923192,0.004831,98.7202,280.4942,145.0652,215.3752,0,U,31750,999,92729,0.0058645,0.00065998,0.0,6960.748166115992,FENGYUN 1C,5779.564351154545,1.6054345419873737,589.7481661159918,6927.120791725485,6994.3755405064985
FENGYUN 1C DEB,1999-025CFB,2024-12-12T00:26:11.223744,13.89473822,0.0369982,99.0052,64.2755,252.6438,103.3945,0,U,31752,999,88504,0.0033085,6.973e-05,0.0,7308.612370571598,FENGYUN 1C,6218.184647596307,1.7272735132211963,937.6123705715981,7038.206868362716,7579.0178727804805
FENGYUN 1C DEB,1999-025CFC,2024-12-31T21:13:39.301824,14.18012919,0.0161176,98.6734,42.4086,89.9051,81.6826,0,U,31753,999,91116,0.00085376,1.947e-05,0.0,7210.217787358496,FENGYUN 1C,6093.036722324364,1.6925102006456567,839.217787358496,7094.006381148967,7326.429193568026
FENGYUN 1C DEB,1999-025CFD,2024-12-30T15:31:43.958784,14.38590546,0.0052744,99.0072,306.1425,161.2919,199.0221,0,U,31754,999,91990,0.0032469,0.00010067,0.0,7141.2960904327165,FENGYUN 1C,6005.881807176397,1.6683005019934436,770.2960904327165,7103.630038333338,7178.962142532095
FENGYUN 1C DEB,1999-025CFE,2024-12-23T05:26:19.154976,14.07540867,0.0190093,98.7633,353.857,302.1158,116.9358,0,U,31755,999,91241,0.0010677,2.079e-05,0.0,7245.936090547632,FENGYUN 1C,6138.368690219608,1.7051024139498911,874.9360905476324,7108.195917621585,7383.67626347368
FENGYUN 1C DEB,1999-025CFG,2024-12-31T08:03:05.915232,14.07172357,0.0218663,98.7999,31.5945,340.8792,18.4261,0,U,31757,999,59008,0.0013496,2.767e-05,0.0,7247.201078149081,FENGYUN 1C,6139.976204917279,1.7055489458103552,876.2010781490808,7088.7316052139495,7405.670551084211
FENGYUN 1C DEB,1999-025CFH,2024-12-31T19:18:58.675392,14.29326454,0.0363387,98.0852,30.8309,55.0095,308.4638,0,U,31758,999,89234,0.0053931,0.00028267,0.0,7172.120102115581,FENGYUN 1C,6044.808562815113,1.6791134896708648,801.1201021155812,6911.494581360834,7432.745622870329
FENGYUN 1C DEB,1999-025CFK,2024-12-28T22:21:08.134560,14.28490053,0.0054488,99.27,74.0116,121.7558,238.8947,0,U,31760,999,91149,0.0016156,4.065e-05,0.0,7174.919413724996,FENGYUN 1C,6048.3478831737875,1.680096634214941,803.919413724996,7135.824712823491,7214.0141146265005
FENGYUN 1C DEB,1999-025CFL,2024-12-31T11:56:40.966368,13.97344741,0.0495132,98.6818,240.9807,154.5554,208.0905,0,U,31761,999,53264,0.0030109,0.00012143,0.0,7281.141394342553,FENGYUN 1C,6183.1590549474595,1.7175441819298498,910.1413943425532,6920.6287842561915,7641.654004428915
FENGYUN 1C DEB,1999-025CFN,2024-12-30T16:59:25.386144,13.48399753,0.0554136,98.4792,157.1318,247.8466,119.6285,0,U,31763,999,86454,0.0050765,8.145e-05,0.0,7456.2889863055125,FENGYUN 1C,6407.598910467438,1.779888586240955,1085.2889863055125,7043.1091709339735,7869.468801677052
FENGYUN 1C DEB,1999-025CFQ,2024-12-30T20:15:46.082304,14.82746217,0.0078978,99.0572,209.2163,62.4679,309.7495,0,U,31765,999,89092,0.028443,0.00250788,0.0,6998.8060442120195,FENGYUN 1C,5827.028718156805,1.6186190883768903,627.8060442120195,6943.530873836042,7054.081214587997
FENGYUN 1C DEB,1999-025CFR,2024-12-31T18:29:19.784832,14.05011674,0.0074649,98.8069,8.3642,179.8195,180.3012,0,U,31766,999,59227,0.0003077,4.65e-06,0.0,7254.629198363919,FENGYUN 1C,6149.418505256748,1.7081718070157634,883.6291983639194,7200.474116861053,7308.784279866786
FENGYUN 1C DEB,1999-025CFS,2024-12-30T01:37:07.872672,14.04671002,0.0040415,98.8622,37.6563,323.3786,93.0583,0,U,31767,999,89944,0.00035434,5.28e-06,0.0,7255.802117928364,FENGYUN 1C,6150.909911214471,1.7085860864484643,884.8021179283642,7226.477793668756,7285.126442187972
FENGYUN 1C DEB,1999-025CFT,2024-12-31T08:40:07.519296,14.63174872,0.0033613,99.0726,35.5762,333.0061,38.6012,0,U,31768,999,91785,0.0053668,0.00027893,0.0,7061.078156550101,FENGYUN 1C,5904.97072737958,1.6402696464943278,690.0781565501011,7037.3437545424895,7084.812558557713
FENGYUN 1C DEB,1999-025CFX,2024-12-28T05:49:28.642368,14.09152817,0.0143018,98.4645,294.6312,32.719,328.274,0,U,31772,999,65956,0.0035771,6.793e-05,0.0,7240.409216760111,FENGYUN 1C,6131.346922749942,1.703151922986095,869.4092167601111,7136.858332223851,7343.96010129637
FENGYUN 1C DEB,1999-025CFY,2024-12-31T03:17:31.021440,14.60083934,0.0049039,98.9331,319.9818,168.3447,191.8898,0,U,31773,999,60093,0.0054662,0.0002677,0.0,7071.039986350573,FENGYUN 1C,5917.471309014048,1.6437420302816799,700.0399863505727,7036.364313361509,7105.715659339637
FENGYUN 1C DEB,1999-025CGB,2024-12-31T09:03:57.256128,14.15951268,0.0057947,99.1005,52.429,236.7224,188.1348,0,U,31776,999,89974,0.0040378,8.048e-05,0.0,7217.214896230722,FENGYUN 1C,6101.908295474871,1.6949745265207976,846.2148962307219,7175.393301071534,7259.03649138991
FENGYUN 1C DEB,1999-025CGE,2024-12-30T10:07:46.924032,14.40014799,0.0218683,99.318,248.8243,120.4747,241.8235,0,U,31779,999,92008,0.00073133,2.997e-05,0.0,7136.586560253209,FENGYUN 1C,5999.941663236587,1.6666504620101632,765.5865602532094,6980.521544377624,7292.651576128795
FENGYUN 1C DEB,1999-025CGF,2024-12-31T12:23:08.316672,14.66554854,0.0157858,99.2531,107.4627,33.8608,327.2551,0,U,31780,999,93417,0.00099854,6.61e-05,0.0,7050.224831883271,FENGYUN 1C,5891.361488887999,1.6364893024688887,679.2248318832708,6938.931392732128,7161.518271034413
FENGYUN 1C DEB,1999-025CGG,2024-12-30T05:01:43.090464,14.05702156,0.022107,99.4854,151.07,157.6202,203.4793,0,U,31781,999,89234,0.016697,0.00034041,0.0,7252.253350804876,FENGYUN 1C,6146.397906070623,1.7073327516862842,881.2533508048764,7091.927785978633,7412.57891563112
FENGYUN 1C DEB,1999-025CGH,2024-12-30T15:41:52.105920,14.34794905,0.0080709,98.8632,150.3514,297.1397,73.1379,0,U,31782,999,91711,0.0015963,4.652e-05,0.0,7153.885048438694,FENGYUN 1C,6021.769911566115,1.672713864323921,782.885048438694,7096.14675760125,7211.623339276139
FENGYUN 1C DEB,1999-025CGJ,2024-12-31T21:09:43.180128,14.07948148,0.0103832,98.6203,25.0655,310.3196,171.2798,0,U,31783,999,84352,0.0014862,2.61e-05,0.0,7244.538655374697,FENGYUN 1C,6136.593027570331,1.704609174325092,873.5386553746966,7169.31716160821,7319.760149141182
FENGYUN 1C DEB,1999-025CGP,2024-12-29T09:14:35.943936,13.41844373,0.0477112,102.5572,55.2111,131.3347,246.8893,0,U,31788,999,85927,0.0060637,6.62e-05,0.0,7480.553645950777,FENGYUN 1C,6438.902276633358,1.7885839657314884,1109.5536459507766,7123.64745483809,7837.459837063463
FENGYUN 1C DEB,1999-025CGQ,2024-12-30T03:14:08.664864,15.38206996,0.0068432,98.1893,151.649,236.8191,122.6477,0,U,31802,999,94603,0.0033074,0.00136841,0.0,6829.5483894119225,FENGYUN 1C,5616.932448405898,1.5602590134460828,458.54838941192247,6782.812423873498,6876.284354950347
FENGYUN 1C DEB,1999-025CGT,2024-12-25T07:23:01.743648,13.95070491,0.0478787,98.3528,7.9186,74.5396,290.8107,0,U,31805,999,57435,0.0038897,0.00013819,0.0,7289.0524115278595,FENGYUN 1C,6193.238867810988,1.7203441299474966,918.0524115278595,6940.06205783204,7638.0427652236785
FENGYUN 1C DEB,1999-025CGV,2024-12-31T00:05:34.279008,14.48599733,0.0111614,99.0532,104.6846,121.5981,239.6161,0,U,31807,999,60279,0.0024003,9.726e-05,0.0,7108.362614787593,FENGYUN 1C,5964.383805527984,1.656773279313329,737.362614787593,7029.023336298903,7187.701893276283
FENGYUN 1C DEB,1999-025CGW,2024-12-31T15:40:34.060800,14.38678026,0.0052704,99.2045,156.9232,86.1651,274.5558,0,U,31808,999,52593,0.012792,0.00040054,0.0,7141.006599246141,FENGYUN 1C,6005.516614596129,1.668199059610036,770.0065992461414,7103.370638065475,7178.642560426808
FENGYUN 1C DEB,1999-025CGY,2024-12-31T19:18:36.244224,14.42776169,0.0223493,98.2909,24.8366,111.3619,251.1581,0,U,31810,999,59420,0.0015289,6.85e-05,0.0,7127.4777102338,FENGYUN 1C,5988.4582056729005,1.6634606126869167,756.4777102338003,6968.1835726444715,7286.771847823128
FENGYUN 1C DEB,1999-025CHB,2024-12-31T22:04:52.299264,14.47844888,0.0140153,99.4655,39.5394,274.647,83.8724,0,U,31813,999,92248,0.0016321,6.781e-05,0.0,7110.833066278605,FENGYUN 1C,5967.493382618043,1.6576370507272342,739.8330662786047,7011.172607604791,7210.49352495242
FENGYUN 1C DEB,1999-025CHC,2024-12-28T09:45:26.083296,13.65972055,0.0230119,99.6121,50.4931,31.6226,329.8512,0,U,31814,999,57029,0.0010621,1.003e-05,0.0,7392.20436490126,FENGYUN 1C,6325.169505899857,1.756991529416627,1021.2043649012603,7222.095697276589,7562.313032525932
FENGYUN 1C DEB,1999-025CHD,2024-12-31T17:31:47.812800,14.10173049,0.005791,98.7394,356.2183,281.1785,78.288,0,U,31815,999,90662,0.00016608,2.55e-06,0.0,7236.916601353861,FENGYUN 1C,6126.911015867359,1.701919726629822,865.9166013538606,7195.00761731542,7278.825585392302
FENGYUN 1C DEB,1999-025CHE,2024-12-26T19:43:38.412768,13.92640967,0.0122366,98.9617,120.4442,34.6006,116.1722,0,U,31816,999,88806,0.0016712,2.253e-05,0.0,7297.527332284903,FENGYUN 1C,6204.043247994845,1.7233453466652346,926.5273322849034,7208.230409330666,7386.824255239141
FENGYUN 1C DEB,1999-025CHF,2024-12-31T15:21:30.475584,14.58070887,0.0071972,98.8925,329.9451,57.5889,303.2244,0,U,31817,999,66347,0.0047657,0.00022741,0.0,7077.546785889579,FENGYUN 1C,5925.6411092428325,1.6460114192341202,706.546785889579,7026.608266162174,7128.485305616984
FENGYUN 1C DEB,1999-025CHH,2024-12-31T17:25:18.760512,14.29166959,0.0087753,98.4542,1.6389,260.1283,98.9984,0,U,31819,999,91749,0.0013789,3.606e-05,0.0,7172.65369781746,FENGYUN 1C,6045.483163312734,1.6793008786979817,801.6536978174599,7109.711509823002,7235.595885811917
FENGYUN 1C DEB,1999-025CHJ,2024-12-31T02:25:08.240448,14.78285301,0.0186372,98.931,128.0692,34.76,326.562,0,U,31820,999,93109,0.0023832,0.00023178,0.0,7012.87883723838,FENGYUN 1C,5844.612526656898,1.623503479626916,641.8788372383797,6882.178411773,7143.579262703758
FENGYUN 1C DEB,1999-025CHK,2024-12-31T13:06:10.577664,14.2394067,0.0275784,98.1696,264.6776,332.2325,26.4358,0,U,31821,999,88701,0.014724,0.00050362,0.0,7190.19350510826,FENGYUN 1C,6067.671898294304,1.6854644161928622,819.1935051082601,6991.899472546982,7388.487537669537
FENGYUN 1C DEB,1999-025CHM,2024-12-31T20:29:27.479328,14.57294543,0.0042039,99.534,35.1605,180.6231,179.4918,0,U,31823,999,91665,0.0050769,0.00023269,0.0,7080.060175406148,FENGYUN 1C,5928.797873908845,1.6468882983080124,709.0601754061481,7050.296310434758,7109.824040377538
FENGYUN 1C DEB,1999-025CHP,2024-12-31T20:03:25.765632,14.20295277,0.0167854,98.5846,9.8354,260.2697,97.9488,0,U,31825,999,90709,0.0018696,4.565e-05,0.0,7202.49136168625,FENGYUN 1C,6083.245454738889,1.6897904040941358,831.4913616862495,7081.5946631838015,7323.388060188699
FENGYUN 1C DEB,1999-025CHQ,2024-12-28T19:27:20.153952,14.1827928,0.012665,98.606,358.6328,115.8297,6.8563,0,U,31826,999,90866,0.00072914,1.584e-05,0.0,7209.3150122063325,FENGYUN 1C,6091.892415009661,1.6921923375026835,838.3150122063325,7118.0090375767395,7300.620986835926
FENGYUN 1C DEB,1999-025CHT,2024-12-30T18:34:03.462816,13.88131412,0.0170156,98.8199,187.8611,30.4083,341.9162,0,U,31829,999,89333,0.00085953,1.11e-05,0.0,7313.323535328011,FENGYUN 1C,6224.198021532389,1.7289438948701081,942.3235353280106,7188.882947380283,7437.764123275737
FENGYUN 1C DEB,1999-025CHU,2024-12-25T07:10:10.582176,13.81290542,0.0191049,99.1538,109.6311,176.5405,209.7926,0,U,31830,999,87870,0.0058536,7.099e-05,0.0,7337.449905721205,FENGYUN 1C,6255.023491066054,1.7375065252961261,966.4499057212051,7197.268659017393,7477.631152425019
FENGYUN 1C DEB,1999-025CHY,2024-12-31T09:14:48.252480,14.02538836,0.0162683,98.4155,247.3391,337.1653,22.2336,0,U,31834,999,58854,0.0014392,2.45e-05,0.0,7263.153860853923,FENGYUN 1C,6160.260640509894,1.7111835112527483,892.1538608539231,7144.994694899393,7381.313026808452
FENGYUN 1C DEB,1999-025CJB,2024-12-30T10:56:29.708160,14.73495409,0.0110754,98.1323,72.362,54.904,306.2492,0,U,31837,999,93229,0.0024761,0.00017725,0.0,7028.0684601666135,FENGYUN 1C,5863.611610477276,1.6287810029103547,657.0684601666135,6950.229790742885,7105.907129590342
