OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,DEBRIS_TYPE,ORBITAL_PERIOD,ORBITAL_PERIOD_HOURS,ALTITUDE,PERIGEE,APOGEE
COSMOS 1408 DEB,1982-092Q,2024-12-31T16:09:04.741056,15.02988557,0.0207441,82.3607,185.9418,155.6524,205.4678,0,U,49527,999,16419,0.0085229,0.00187673,0.0,6935.823910909575,COSMOS 1408,5748.549946010908,1.5968194294474745,564.8239109095748,6791.9464861192755,7079.701335699873
COSMOS 1408 DEB,1982-092AA,2024-12-31T18:47:10.308480,15.34243859,0.0086495,82.5464,96.6478,86.1757,274.9369,0,U,49537,999,17200,0.0010655,0.00040069,0.0,6841.304363522323,COSMOS 1408,5631.441662623831,1.5642893507288418,470.304363522323,6782.130501430037,6900.478225614609
COSMOS 1408 DEB,1982-092DL,2024-12-31T17:37:16.525056,15.58660871,0.0077664,81.9048,115.8172,178.5174,181.6326,0,U,49619,999,16460,0.017572,0.01733561,0.0,6769.668763346688,COSMOS 1408,5543.2229992751,1.5397841664653056,398.66876334668814,6717.092807863033,6822.244718830343
COSMOS 1408 DEB,1982-092RU,2024-12-31T13:02:09.647808,15.41290049,0.001796,82.5643,52.163,32.598,327.6371,0,U,50032,999,17263,0.00022165,9.316e-05,0.0,6820.437888932628,COSMOS 1408,5605.696860109528,1.557138016697091,449.4378889326281,6808.188382484105,6832.68739538115
COSMOS 1408 DEB,1982-092SW,2024-12-31T13:12:07.162560,15.46254929,0.0023034,82.6145,66.5052,294.4302,65.4544,0,U,50058,999,17426,0.00058167,0.00029003,0.0,6805.830205737659,COSMOS 1408,5587.697491632288,1.5521381921200799,434.8302057376586,6790.153656441763,6821.506755033554
COSMOS 1408 DEB,1982-092ABM,2024-12-31T13:41:33.326304,15.66589702,0.0047148,82.5022,96.6036,97.7651,262.8966,0,U,50351,999,17174,0.0028018,0.00321155,0.0,6746.807666278743,COSMOS 1408,5515.16761355384,1.5319910037649556,375.80766627874345,6714.997817493772,6778.617515063714
COSMOS 1408 DEB,1982-092ADS,2024-12-31T19:12:45.660672,14.63562645,0.0341074,82.2289,194.4394,260.2045,96.0494,0,U,50404,999,16052,0.0066187,0.00081836,0.0,7059.830873014965,COSMOS 1408,5903.406197004543,1.6398350547234841,688.8308730149647,6819.038397496694,7300.623348533235
COSMOS 1408 DEB,1982-092ALR,2024-12-31T21:46:44.516352,15.40737993,0.003924,82.5757,69.57,334.9474,24.9867,0,U,50621,999,16899,0.00064904,0.00027352,0.0,6822.066995183106,COSMOS 1408,5607.705416139084,1.5576959489275235,451.066995183106,6795.297204294007,6848.836786072205
COSMOS 1408 DEB,1982-092APM,2024-12-31T12:37:35.109984,15.79765159,0.0019982,82.4994,36.1093,208.189,151.8297,0,U,50689,999,16933,0.00081958,0.0015432,0.0,6709.242463914084,COSMOS 1408,5469.17036305987,1.5192139897388528,338.2424639140836,6695.836055622691,6722.648872205477
COSMOS 1408 DEB,1982-092AZJ,2024-12-31T19:37:43.638816,15.68741689,0.0011545,82.4842,32.6414,211.3061,148.7514,0,U,51184,999,16726,0.00075019,0.00086512,0.0,6740.636111061853,COSMOS 1408,5507.60195179422,1.5298894310539501,369.6361110618527,6732.854046671632,6748.418175452073
COSMOS 1408 DEB,1982-092BKH,2024-12-31T14:40:28.776288,15.70091312,0.0025573,82.5423,66.1311,338.8326,21.1875,0,U,51435,999,16462,0.0013874,0.00173274,0.0,6736.772802274415,COSMOS 1408,5502.867713592801,1.5285743648868892,365.77280227441497,6719.544853187159,6754.000751361672
COSMOS 1408 DEB,1982-092BUU,2024-12-30T17:22:17.695488,15.44865342,0.008207,82.5088,106.6281,146.1917,214.4604,0,U,52066,999,15635,0.0040083,0.00218642,0.0,6809.910766764098,COSMOS 1408,5592.723555447178,1.5535343209575494,438.9107667640983,6754.021829101265,6865.799704426931
FENGYUN 1C,1999-025A,2024-12-31T14:09:29.908800,14.23496123,0.0013286,98.9207,61.8225,336.3447,171.414,0,U,25730,999,32207,0.0034789,7.879e-05,0.0,7191.6903889920495,FENGYUN 1C,6069.5667860258445,1.685990773896068,820.6903889920495,7182.135509141234,7201.245268842864
FENGYUN 1C DEB,1999-025X,2024-12-31T19:00:53.472384,12.9543562,0.0571225,99.2339,109.3793,279.373,241.6276,0,U,29733,999,84638,0.0066677,3.932e-05,0.0,7658.1632203483,FENGYUN 1C,6669.57481700045,1.8526596713890138,1287.1632203482995,7220.709791793954,8095.6166489026455
FENGYUN 1C DEB,1999-025Y,2024-12-31T18:09:18.611424,12.89528406,0.0618752,99.1508,347.8697,84.0479,84.3786,0,U,29734,999,84085,0.008199,4.961e-05,0.0,7681.532973229731,FENGYUN 1C,6700.127541197694,1.8611465392215816,1310.5329732297314,7206.236584204547,8156.829362254915
FENGYUN 1C DEB,1999-025Z,2024-12-31T15:19:37.902432,12.73324723,0.0707179,99.388,333.7455,221.4737,133.0583,0,U,29735,999,83007,0.0034881,1.989e-05,0.0,7746.5630563451305,FENGYUN 1C,6785.389957591644,1.8848305437754567,1375.5630563451305,7198.742384782821,8294.38372790744
FENGYUN 1C DEB,1999-025AA,2024-12-28T16:01:21.273312,12.56846243,0.0728519,99.4382,243.5638,226.8299,157.0102,0,U,29736,999,82158,0.0017254,7.5e-06,0.0,7814.125952350826,FENGYUN 1C,6874.353037468053,1.9095425104077925,1443.125952350826,7244.852029882759,8383.399874818893
FENGYUN 1C DEB,1999-025AB,2024-12-30T19:11:37.263840,12.64406781,0.0704161,99.5631,12.4935,169.1444,4.6051,0,U,29737,999,82481,0.0045707,2.197e-05,0.0,7782.945042648563,FENGYUN 1C,6833.2477475042615,1.8981243743067393,1411.9450426485628,7234.900406230918,8330.98967906621
FENGYUN 1C DEB,1999-025AC,2024-12-31T14:34:05.792736,12.58711608,0.0869675,99.4286,230.6371,324.1675,30.394,0,U,29738,999,81857,0.020117,0.00014861,0.0,7806.403876554991,FENGYUN 1C,6864.1654953239795,1.9067126375899943,1435.4038765549913,7127.500447420695,8485.307305689288
FENGYUN 1C DEB,1999-025AE,2024-12-31T19:02:52.557504,12.07174269,0.0982593,99.0578,310.8427,167.2931,195.4952,0,U,29740,999,78758,0.0023788,8.96e-06,0.0,8027.035704866511,FENGYUN 1C,7157.2141736872645,1.9881150482464625,1656.035704866511,7238.304795431321,8815.766614301701
FENGYUN 1C DEB,1999-025AF,2024-12-31T20:45:38.547072,11.99799206,0.1022067,99.1798,333.3506,21.7076,6.6841,0,U,29741,999,48033,0.016701,6.331e-05,0.0,8059.896430997165,FENGYUN 1C,7201.208956457138,2.0003358212380937,1688.8964309971652,7236.121014443167,8883.671847551163
FENGYUN 1C DEB,1999-025AN,2024-12-29T18:02:49.795008,11.82930434,0.0764491,100.287,14.4721,290.8163,61.2659,0,U,29748,999,74610,0.079206,0.00011479,0.0,8136.339049547728,FENGYUN 1C,7303.899316362808,2.028860921211891,1765.3390495477279,7514.323251914949,8758.354847180508
FENGYUN 1C DEB,1999-025AQ,2024-12-31T13:47:33.921888,14.09213443,0.0036102,98.794,38.5523,197.7411,316.1308,0,U,29750,999,92197,0.00076472,1.294e-05,0.0,7240.201554725273,FENGYUN 1C,6131.083145079934,1.703078651411093,869.2015547252731,7214.062979072404,7266.340130378142
FENGYUN 1C DEB,1999-025AR,2024-12-31T20:34:49.221696,14.23210013,0.0090551,98.5803,38.0098,66.5856,105.8918,0,U,29751,999,93152,0.00050109,1.14e-05,0.0,7192.6541940916395,FENGYUN 1C,6070.786959954702,1.6863297110985283,821.6541940916395,7127.52399109872,7257.78439708456
FENGYUN 1C DEB,1999-025AU,2024-12-31T12:50:33.637920,14.17280338,0.0037972,98.8779,103.1045,150.1783,222.4409,0,U,29754,999,92447,0.0030646,6.195e-05,0.0,7212.702176403501,FENGYUN 1C,6096.186164827303,1.693385045785362,841.7021764035007,7185.314103699262,7240.0902491077395
FENGYUN 1C DEB,1999-025AW,2024-12-31T20:36:40.602528,15.43734284,0.0005114,99.1996,242.6864,82.5996,277.5828,0,U,29756,999,94378,0.023264,0.0115109,0.0,6813.236668929225,FENGYUN 1C,5596.821213175416,1.5546725592153934,442.23666892922483,6809.752379696734,6816.720958161714
FENGYUN 1C DEB,1999-025AY,2024-12-31T18:49:22.396800,14.33832864,0.002566,98.8498,106.3198,249.6751,262.1339,0,U,29758,999,92700,0.0079236,0.00022153,0.0,7157.084659542969,FENGYUN 1C,6025.810263613375,1.6738361843370486,786.0846595429693,7138.719580306582,7175.449738779357
FENGYUN 1C DEB,1999-025BA,2024-12-30T10:39:34.146144,14.0790163,0.0132295,98.7615,11.5863,74.0286,287.5412,0,U,29760,999,92205,0.00060432,1.07e-05,0.0,7244.698230724861,FENGYUN 1C,6136.795784658167,1.7046654957383796,873.6982307248609,7148.854495481486,7340.541965968236
FENGYUN 1C DEB,1999-025BC,2024-12-31T22:11:38.465664,14.21781475,0.0205311,98.5463,353.3472,260.3412,116.858,0,U,29762,999,93033,0.0010054,2.695e-05,0.0,7197.471277518774,FENGYUN 1C,6076.886596231227,1.688024054508674,826.4712775187736,7049.699274972908,7345.243280064638
FENGYUN 1C DEB,1999-025BD,2024-12-31T18:10:16.580640,14.07451943,0.0129255,98.7246,351.0843,77.029,96.2738,0,U,29763,999,92182,0.00060846,1.064e-05,0.0,7246.241290233416,FENGYUN 1C,6138.756517527049,1.7052101437575138,875.2412902334163,7152.579998436504,7339.902582030328
FENGYUN 1C DEB,1999-025BF,2024-12-31T19:50:04.548192,14.0201428,0.0058342,98.8556,29.3488,336.2607,196.9417,0,U,29765,999,91903,0.00039961,5.75e-06,0.0,7264.965394185167,FENGYUN 1C,6162.565468446841,1.7118237412352335,893.9653941851666,7222.5801330824115,7307.350655287922
FENGYUN 1C DEB,1999-025BG,2024-12-31T21:07:45.408288,13.95149255,0.0148919,98.6582,330.4302,166.8343,212.9222,0,U,29766,999,90978,0.0026403,3.87e-05,0.0,7288.778070354102,FENGYUN 1C,6192.889224742741,1.7202470068729836,917.778070354102,7180.234316208196,7397.321824500009
FENGYUN 1C DEB,1999-025BH,2024-12-31T16:39:22.631616,13.98960866,0.0345501,98.1804,4.0962,324.9097,85.4461,0,U,29767,999,90753,0.0074998,0.000181,0.0,7275.532706859058,FENGYUN 1C,6176.016068913654,1.7155600191426816,904.5327068590577,7024.162324283807,7526.903089434309
FENGYUN 1C DEB,1999-025BK,2024-12-31T14:14:53.786976,14.10962242,0.0094555,99.1312,51.8651,22.9811,337.5548,0,U,29769,999,91822,0.003414,6.351e-05,0.0,7234.217801766583,FENGYUN 1C,6123.48405294701,1.7009677924852806,863.2178017665829,7165.814655341979,7302.620948191187
FENGYUN 1C DEB,1999-025BL,2024-12-31T10:54:38.081952,14.17188226,0.0067586,98.8668,76.4944,184.3754,241.3301,0,U,29770,999,92176,0.0044591,9.163e-05,0.0,7213.014705684551,FENGYUN 1C,6096.582394410439,1.6934951095584552,842.0147056845508,7164.264824494711,7261.76458687439
FENGYUN 1C DEB,1999-025BN,2024-12-31T21:10:26.181408,14.01707763,0.0138176,98.4147,236.5785,187.1759,236.4729,0,U,29772,999,91407,0.0036323,5.954e-05,0.0,7266.024461467666,FENGYUN 1C,6163.913061097431,1.712198072527064,895.0244614676658,7165.62544186889,7366.423481066442
FENGYUN 1C DEB,1999-025BP,2024-12-31T16:05:31.415136,14.26519859,0.0047788,98.9443,145.549,210.3213,271.9169,0,U,29773,999,93261,0.0016525,3.987e-05,0.0,7181.524173400774,FENGYUN 1C,6056.701372705784,1.6824170479738287,810.5241734007741,7147.205105680927,7215.843241120621
FENGYUN 1C DEB,1999-025BQ,2024-12-31T17:45:21.402720,14.22284419,0.0051404,99.0488,291.4762,35.2264,353.4342,0,U,29774,999,93156,0.00067058,1.463e-05,0.0,7195.7744118642895,FENGYUN 1C,6074.737705607503,1.6874271404465286,824.7744118642895,7158.785253077542,7232.763570651036
FENGYUN 1C DEB,1999-025BS,2024-12-31T19:56:23.414784,14.07507551,0.0024218,98.8089,36.8331,163.2293,10.7078,0,U,29776,999,92213,0.00056233,9.07e-06,0.0,7246.050431984868,FENGYUN 1C,6138.513986698579,1.7051427740829386,875.0504319848678,7228.501947048687,7263.598916921049
FENGYUN 1C DEB,1999-025BT,2024-12-31T10:24:26.466624,13.91931019,0.0093947,99.3328,55.9968,65.7341,307.8311,0,U,29777,999,91223,0.00039724,4.8e-06,0.0,7300.008501514739,FENGYUN 1C,6207.207591655346,1.7242243310153738,929.0085015147388,7231.427111645558,7368.58989138392
FENGYUN 1C DEB,1999-025BV,2024-12-31T19:31:27.119712,14.12962772,0.0064565,98.6929,22.1763,71.6244,289.1936,0,U,29779,999,92526,0.0007328,1.351e-05,0.0,7227.387856799099,FENGYUN 1C,6114.814175866597,1.6985594932962769,856.3878567990987,7180.724227101676,7274.051486496523
FENGYUN 1C DEB,1999-025BW,2024-12-31T16:35:55.860000,14.17637025,0.0045964,99.2838,265.3269,28.6385,331.7299,0,U,29780,999,92169,0.0055182,0.0001131,0.0,7211.4922827792525,FENGYUN 1C,6094.652323430508,1.6929589787306967,840.4922827792525,7178.3453796506865,7244.639185907819
FENGYUN 1C DEB,1999-025BX,2024-12-31T17:09:44.737632,14.04137656,0.0073435,98.796,5.2155,63.1753,351.936,0,U,29781,999,91785,0.0023106,3.71e-05,0.0,7257.639358540998,FENGYUN 1C,6153.246265619246,1.7092350737831237,886.6393585409978,7204.342883911552,7310.935833170443
FENGYUN 1C DEB,1999-025BY,2024-12-31T15:06:46.244160,14.09528553,0.0055811,99.1239,49.4624,95.2602,68.0829,0,U,29782,999,91791,0.0034528,6.085e-05,0.0,7239.122449269971,FENGYUN 1C,6129.7124984153215,1.7026979162264781,868.1224492699712,7198.720182968351,7279.524715571591
FENGYUN 1C DEB,1999-025CA,2024-12-31T13:38:06.179712,14.29271496,0.0060452,98.9526,269.8921,223.2552,258.6814,0,U,29784,999,93415,0.0016116,4.135e-05,0.0,7172.303954682739,FENGYUN 1C,6045.04099632402,1.67917805453445,801.3039546827385,7128.945942815891,7215.661966549586
FENGYUN 1C DEB,1999-025CC,2024-12-31T19:44:03.855840,14.08781038,0.0077885,98.7611,28.11,199.5717,335.6939,0,U,29786,999,92289,0.00058901,1.002e-05,0.0,7241.68299583729,FENGYUN 1C,6132.964992532332,1.7036013868145368,870.68299583729,7185.281147824211,7298.084843850369
FENGYUN 1C DEB,1999-025CE,2024-12-30T22:32:56.071104,14.22458135,0.0044315,98.8073,71.2499,115.0106,58.8317,0,U,29788,999,92427,0.004346,9.753e-05,0.0,7195.1885497048615,FENGYUN 1C,6073.99583552409,1.6872210654233581,824.1885497048615,7163.303071646844,7227.074027762878
FENGYUN 1C DEB,1999-025CF,2024-12-31T19:11:18.951360,13.52952993,0.0299551,99.4565,198.4548,71.1917,45.6926,0,U,29789,999,88307,0.0030056,2.621e-05,0.0,7439.550614887724,FENGYUN 1C,6386.034720274542,1.7738985334095951,1068.550614887724,7216.6981322637,7662.403097511748
FENGYUN 1C DEB,1999-025CG,2024-12-31T19:43:02.771040,14.31225023,0.0078667,99.1157,336.8222,100.0721,260.9347,0,U,29790,999,93575,0.0011031,2.969e-05,0.0,7165.775990386095,FENGYUN 1C,6036.789917274498,1.676886088131805,794.7759903860951,7109.404980402524,7222.147000369665
FENGYUN 1C DEB,1999-025CH,2024-12-31T20:36:53.547840,14.50866505,0.0048153,99.0206,333.7651,26.9464,354.7964,0,U,29791,999,93816,0.0062567,0.00025086,0.0,7100.9568169777685,FENGYUN 1C,5955.065306437247,1.6541848073436798,729.9568169777685,7066.763579616976,7135.150054338561
FENGYUN 1C DEB,1999-025CJ,2024-12-31T20:00:14.096736,14.13012702,0.0049107,98.7876,57.6927,299.5721,60.0562,0,U,29792,999,92050,0.0038813,7.285e-05,0.0,7227.217598550913,FENGYUN 1C,6114.598103731244,1.698499473258679,856.217598550913,7191.726901089709,7262.708296012116
FENGYUN 1C DEB,1999-025CK,2024-12-30T02:22:37.081920,13.99540583,0.0141745,98.3734,207.1476,238.8528,249.5376,0,U,29793,999,91283,0.0035901,5.675e-05,0.0,7273.523456453068,FENGYUN 1C,6173.457842627892,1.7148494007299702,902.5234564530683,7170.424898219574,7376.622014686563
FENGYUN 1C DEB,1999-025CL,2024-12-31T07:34:19.359840,14.07656598,0.0159405,98.1767,190.5511,314.5115,221.8056,0,U,29794,999,91971,0.0019598,3.681e-05,0.0,7245.53893358857,FENGYUN 1C,6137.864022001596,1.7049622283337766,874.5389335885702,7130.041420217702,7361.036446959438
FENGYUN 1C DEB,1999-025CM,2024-12-31T20:53:45.378240,13.92683488,0.0112851,98.8196,145.5362,144.6687,7.6525,0,U,29795,999,91250,0.00064413,8.36e-06,0.0,7297.3787942328245,FENGYUN 1C,6203.853827982889,1.723292729995247,926.3787942328245,7215.027144802028,7379.730443663621
FENGYUN 1C DEB,1999-025CN,2024-12-31T09:25:41.464128,14.11122303,0.005461,98.902,55.6452,167.031,204.623,0,U,29796,999,92174,0.0020243,3.654e-05,0.0,7233.670748769944,FENGYUN 1C,6122.789477445714,1.7007748548460315,862.6707487699441,7194.167672810911,7273.173824728976
FENGYUN 1C DEB,1999-025CQ,2024-12-31T09:15:20.287872,13.97784256,0.0115869,99.3203,59.0405,140.294,232.3631,0,U,29798,999,91083,0.0035793,5.317e-05,0.0,7279.615007811731,FENGYUN 1C,6181.214841353429,1.7170041225981747,908.6150078117307,7195.266836677717,7363.963178945744
FENGYUN 1C DEB,1999-025CS,2024-12-28T03:27:10.704096,13.95929082,0.0139777,98.3115,52.2161,130.4182,293.3637,0,U,29800,999,90694,0.003474,5.125e-05,0.0,7286.0632642026485,FENGYUN 1C,6189.429606136225,1.7192860017045068,915.0632642026485,7184.220857714603,7387.905670690695
FENGYUN 1C DEB,1999-025CT,2024-12-31T16:33:08.274240,14.35363888,0.0104065,98.8275,254.3373,206.744,170.9872,0,U,29801,999,93976,0.00055155,1.634e-05,0.0,7151.994374359217,FENGYUN 1C,6019.382862025411,1.6720507950070584,780.9943743592166,7077.567144902448,7226.421603815986
FENGYUN 1C DEB,1999-025CU,2024-12-31T17:52:51.589920,14.50428785,0.0046091,98.6188,98.3316,320.1926,202.7121,0,U,29802,999,93436,0.0072133,0.00028643,0.0,7102.385394298699,FENGYUN 1C,5956.862465465591,1.6546840181848865,731.3853942986989,7069.649789777836,7135.120998819561
FENGYUN 1C DEB,1999-025CW,2024-12-31T21:34:12.183168,14.04189397,0.0098046,98.816,19.4016,188.9495,290.981,0,U,29804,999,92040,0.00010281,1.28e-06,0.0,7257.46107308319,FENGYUN 1C,6153.019533302573,1.7091720925840481,886.4610730831901,7186.304570246039,7328.617575920342
FENGYUN 1C DEB,1999-025CX,2024-12-31T19:35:38.016672,13.7250353,0.0189115,99.5045,55.6541,49.6841,312.066,0,U,29805,999,89957,0.00036918,3.4e-06,0.0,7368.733691415888,FENGYUN 1C,6295.069265284412,1.7486303514678923,997.7336914158877,7229.379884210676,7508.087498621099
FENGYUN 1C DEB,1999-025CY,2024-12-31T20:39:52.102944,14.11101408,0.002885,98.7345,26.2176,153.6876,21.6596,0,U,29806,999,92259,0.001684,3.001e-05,0.0,7233.742157376214,FENGYUN 1C,6122.880141153796,1.7008000392093878,862.742157376214,7212.872811252183,7254.611503500245
FENGYUN 1C DEB,1999-025CZ,2024-12-31T19:50:20.100192,14.0822619,0.0079716,98.7588,15.4577,227.4236,132.0189,0,U,29807,999,92225,0.00079929,1.362e-05,0.0,7243.585043272316,FENGYUN 1C,6135.381410707438,1.7042726140853994,872.5850432723164,7185.842080741367,7301.328005803267
FENGYUN 1C DEB,1999-025DA,2024-12-31T15:13:34.899744,14.63861756,0.0015199,99.0425,234.0312,113.4602,271.4918,0,U,29808,999,93095,0.011821,0.00062377,0.0,7058.869149690482,FENGYUN 1C,5902.199953502552,1.639499987084042,687.8691496904821,7048.140374469867,7069.597924911096
FENGYUN 1C DEB,1999-025DB,2024-12-31T03:03:23.276736,14.45409633,0.0117556,98.815,309.1159,308.1002,61.9327,0,U,29809,999,94458,0.0011413,4.322e-05,0.0,7118.817807506507,FENGYUN 1C,5977.54753458002,1.660429870716672,747.817807506507,7035.131832888584,7202.503782124431
FENGYUN 1C DEB,1999-025DC,2024-12-31T19:19:54.408576,14.28379059,0.0066708,99.2352,17.8379,294.2094,240.3108,0,U,29810,999,93437,0.0012991,3.277e-05,0.0,7175.291099698634,FENGYUN 1C,6048.8178776900995,1.68022718824725,804.2910996986338,7127.426167830764,7223.156031566504
FENGYUN 1C DEB,1999-025DD,2024-12-31T19:48:09.158400,14.92290965,0.0022632,99.0006,213.1621,86.1429,274.2373,0,U,29811,999,93062,0.021723,0.00230121,0.0,6968.9310596313535,FENGYUN 1C,5789.758827761422,1.6082663410448395,597.9310596313535,6953.158974857196,6984.703144405511
FENGYUN 1C DEB,1999-025DE,2024-12-30T13:33:52.302816,14.00410887,0.0143345,98.3865,217.1175,227.203,159.9903,0,U,29812,999,91310,0.0038094,6.135e-05,0.0,7270.509658878719,FENGYUN 1C,6169.621265017602,1.7137836847271117,899.5096588787192,7166.290538173522,7374.728779583916
FENGYUN 1C DEB,1999-025DF,2024-12-31T21:08:56.179392,14.09308244,0.0013393,98.7573,30.8392,121.4771,3.2781,0,U,29813,999,92388,0.0003062,4.91e-06,0.0,7239.876863021178,FENGYUN 1C,6130.670720888341,1.7029640891356503,868.876863021178,7230.180495938534,7249.5732301038215
FENGYUN 1C DEB,1999-025DH,2024-12-31T10:57:50.584608,14.59541204,0.0195168,98.0657,17.2998,143.0373,218.4461,0,U,29815,999,94796,0.0013209,8.151e-05,0.0,7072.792787263365,FENGYUN 1C,5919.6717191119205,1.644353255308867,701.7927872633654,6934.754504992904,7210.831069533826
FENGYUN 1C DEB,1999-025DJ,2024-12-31T08:57:10.304352,14.39589933,0.0252513,99.0248,200.6386,123.4571,358.649,0,U,29816,999,93195,0.0027064,0.00012273,0.0,7137.990637804291,FENGYUN 1C,6001.712425282265,1.6671423403561847,766.9906378042906,6957.7470948119035,7318.234180796679
FENGYUN 1C DEB,1999-025DK,2024-12-31T06:15:48.212352,14.13610915,0.0010995,98.5389,4.5229,285.1179,86.2008,0,U,29817,999,92499,0.0010654,1.969e-05,0.0,7225.1785082261085,FENGYUN 1C,6112.010523204939,1.6977807008902608,854.1785082261085,7217.234424456314,7233.122591995903
FENGYUN 1C DEB,1999-025DL,2024-12-31T11:19:03.014688,14.04162222,0.0114062,98.7682,250.5013,276.9872,258.3621,0,U,29818,999,91949,0.00064715,1.044e-05,0.0,7257.554709400245,FENGYUN 1C,6153.138613778603,1.7092051704940563,886.554709400245,7174.773588873883,7340.335829926606
FENGYUN 1C DEB,1999-025DM,2024-12-31T06:09:24.940224,14.0166319,0.019069,98.7036,358.9283,316.2608,53.3738,0,U,29819,999,91765,0.0014219,2.484e-05,0.0,7266.178500751925,FENGYUN 1C,6164.109074018961,1.7122525205608226,895.1785007519247,7127.619742921086,7404.737258582763
FENGYUN 1C DEB,1999-025DN,2024-12-31T19:05:49.797600,14.01845411,0.0072935,98.8394,18.2898,122.5282,51.0984,0,U,29820,999,91711,0.0014911,2.279e-05,0.0,7265.5488169610035,FENGYUN 1C,6163.307822960346,1.7120299508223185,894.5488169610035,7212.557536664499,7318.540097257509
FENGYUN 1C DEB,1999-025DP,2024-12-31T14:53:43.110240,14.08078177,0.0386008,98.92,58.7098,18.5705,132.0782,0,U,29821,999,91634,0.0025071,8.454e-05,0.0,7244.092650490891,FENGYUN 1C,6136.026343796792,1.7044517621657758,873.0926504908912,6964.464878907823,7523.7204220739595
FENGYUN 1C DEB,1999-025DV,2024-12-31T06:13:15.330144,14.20928166,0.0024841,98.5818,0.7183,243.4009,128.051,0,U,29827,999,92941,0.001031,2.196e-05,0.0,7200.352517457943,FENGYUN 1C,6080.53594469839,1.6890377624162196,829.3525174579427,7182.466121769326,7218.23891314656
FENGYUN 1C DEB,1999-025DW,2024-12-31T10:03:28.099872,14.06900819,0.0060762,98.8031,55.3091,52.3181,319.5726,0,U,29828,999,91865,0.0018685,3.125e-05,0.0,7248.133542453271,FENGYUN 1C,6141.161247129363,1.7058781242026009,877.1335424532708,7204.0924334226165,7292.174651483926
FENGYUN 1C DEB,1999-025EA,2024-12-31T12:54:20.133792,14.5555905,0.0195031,98.813,92.4286,258.1338,99.7929,0,U,29832,999,95217,0.0005776,3.191e-05,0.0,7085.686858576324,FENGYUN 1C,5935.866901584901,1.648851917106917,714.6868585763241,6947.493999204824,7223.879717947825
FENGYUN 1C DEB,1999-025EB,2024-12-30T17:36:21.154752,14.79803409,0.0110416,99.0457,294.3598,276.9707,81.8953,0,U,29833,999,95443,0.0033522,0.00028029,0.0,7008.081745703145,FENGYUN 1C,5838.616626809894,1.6218379518916373,637.0817457031453,6930.70131029979,7085.462181106501
FENGYUN 1C DEB,1999-025ED,2024-12-31T12:54:46.052928,14.42901402,0.0168208,98.9939,109.1268,344.3884,145.2543,0,U,29835,999,94501,0.00019592,7.18e-06,0.0,7127.065296594121,FENGYUN 1C,5987.938452496813,1.6633162368046701,756.0652965941208,7007.18235665317,7246.948236535071
FENGYUN 1C DEB,1999-025EE,2024-12-31T01:52:19.178400,14.51644683,0.0160515,98.185,104.0742,192.2802,295.4045,0,U,29836,999,58521,0.0021881,0.0001034,0.0,7098.4188670894455,FENGYUN 1C,5951.8729957676305,1.6532980543798974,727.4188670894455,6984.47859664436,7212.359137534532
FENGYUN 1C DEB,1999-025EK,2024-12-31T12:30:50.184288,14.44718557,0.0204722,98.7862,294.6828,291.6241,121.2973,0,U,29841,999,94321,0.0014445,6.428e-05,0.0,7121.087800730653,FENGYUN 1C,5980.406873251897,1.6612241314588603,750.0878007306528,6975.303467056535,7266.872134404771
FENGYUN 1C DEB,1999-025EL,2024-12-31T21:26:31.731648,14.54855547,0.0119116,98.591,77.8324,148.8083,272.6907,0,U,29842,999,94315,0.0038766,0.00018294,0.0,7087.970888456277,FENGYUN 1C,5938.737221034467,1.6496492280651298,716.970888456277,7003.541814421341,7172.399962491212
FENGYUN 1C DEB,1999-025EM,2024-12-31T11:17:25.185696,14.27690714,0.0194219,99.0445,186.1101,211.898,176.94,0,U,29843,999,93339,0.00085528,2.527e-05,0.0,7177.597238277058,FENGYUN 1C,6051.734247111845,1.6810372908644016,806.5972382770578,7038.194662474964,7316.999814079151
FENGYUN 1C DEB,1999-025EN,2024-12-31T15:15:43.458624,14.30370955,0.0172827,98.9684,251.4013,96.0884,266.0019,0,U,29844,999,93390,0.0013919,4.209e-05,0.0,7168.6281414617315,FENGYUN 1C,6040.394457112954,1.6778873491980428,797.6281414617315,7044.734891881291,7292.521391042172
FENGYUN 1C DEB,1999-025EP,2024-12-31T18:38:13.074144,14.25056324,0.0079744,98.5171,10.6968,63.8085,109.365,0,U,29845,999,93179,0.0017174,4.12e-05,0.0,7186.440289622509,FENGYUN 1C,6062.921614175695,1.684144892826582,815.4402896225092,7129.132740176943,7243.747839068074
FENGYUN 1C DEB,1999-025EQ,2024-12-31T09:45:52.753248,14.18792893,0.0084591,98.703,49.4236,220.4509,150.7144,0,U,29846,999,92948,0.00044944,9.24e-06,0.0,7207.575025408605,FENGYUN 1C,6089.68710713535,1.6915797519820417,836.5750254086051,7146.605427511171,7268.544623306039
